OCC1950,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
Osteopaths,10.20704845814978,61.9,,100532.98678414097,10283.612334801763
Personnel and labor relations workers,7.911349327888378,56.0,,96377.92223923771,11395.55844818785
Pharmacists,8.952428146679882,60.7,,164053.3314172448,7401.080277502478
Photographers,6.102061507265968,40.5,,244368.56201419397,8517.701588374452
Physicians and surgeons,10.807724115117432,81.5,,473298.9026629176,13501.557641415811
Radio operators,5.903768115942029,42.8,,285387.7779710145,10962.471884057972
Recreation and group workers,7.213982300884956,48.6,,2551865.687964602,20955.76796460177
Religious workers,7.491082045184305,55.5,,4200890.437871582,7824.483650416171
"Social and welfare workers, except group",9.093261868300154,52.4,,335855.4718223583,3992.084226646248
Economists,9.251577998196574,56.8,,83294.32100991884,17256.712353471597
Psychologists,10.628776978417266,71.4,,197811.30503597122,6891.956834532374
Statisticians and actuaries,8.109646079111728,55.4,,127420.09923664122,5808.178348369188
Miscellaneous social scientists,9.372727272727273,65.6,,372037.39545454545,5396.25
Sports instructors and officials,8.718192397207137,53.2,,672884.3273855702,9888.06865787432
Surveyors,6.1472733588051405,53.3,,600443.499131643,7373.261201806183
Teachers (n.e.c.),9.608342271701742,59.6,,493690.65449199243,5037.689185190665
"Technicians, medical and dental",7.073816015348884,61.0,,421307.8415631627,6826.609714228011
"Technicians, testing",6.533529845246868,47.0,,359404.2587509212,8471.553150331614
Technicians (n.e.c.),6.4690012113203395,50.2,,447760.46745953086,5898.444444444444
Therapists and healers (n.e.c.),8.310386965376782,36.7,,341629.3678207739,3846.0183299389
Veterinarians,10.126742712294043,59.7,,98608.17237008872,8737.256020278834
"Professional, technical and kindred workers (n.e.c.)",8.351017720963405,50.6,,599299.374170187,6191.960223843748
Farmers (owners and tenants),3.339189572116747,40.7,,61076.70446958649,2658.6894304335506
Farm managers,4.923600605143721,43.7,,142074.47201210287,19609.17776096823
"Buyers and department heads, store",6.102709468414077,50.0,,53421.13458989839,7028.080842291268
"Buyers and shippers, farm products",4.250246305418719,40.9,,115126.80197044335,5129.2709359605915
"Conductors, railroad",3.793056501021103,40.9,,75595.65010211027,6079.341388699796
Credit men,6.81515373352855,48.8,,41247.8041727672,5233.898243045388
"Floormen and floor managers, store",5.182719546742209,27.4,,219538.0240793201,3134.915014164306
"Inspectors, public administration",5.768119164072921,40.6,,71978.38617163184,5390.10337927968
"Managers and superintendents, building",4.2243076923076925,38.3,,73134.83938461538,3128.66
"Officers, pilots, pursers and engineers, ship",4.1923076923076925,59.9,,1193699.71918443,7176.672845227062
"Officials and administrators (n.e.c.), public administration",6.598503118503118,60.6,,79910.81738045737,7606.028108108108
"Officials, lodge, society, union, etc.",5.4447560291643295,48.3,,149201.0824453169,12382.450364554123
Postmasters,5.572382144347101,58.1,,65565.41760534002,4678.523153942428
Purchasing agents and buyers (n.e.c.),6.627162629757786,47.9,,71451.12093425606,7013.243944636678
"Managers, officials, and proprietors (n.e.c.)",5.756920712201364,50.3,,84074.50710406817,7227.723284646474
Agents (n.e.c.),6.743584393907782,42.5,,95956.0359899854,7438.018777383684
"Attendants and assistants, library",7.1149475524475525,41.3,,1710699.6984265735,5909.8444055944055
"Attendants, physician's and dentist's office",6.012256442489001,47.8,,189824.27702702704,6176.8804211187935
"Baggagemen, transportation",4.056657223796034,23.2,,290116.940509915,4491.99716713881
Bank tellers,6.172717622080679,49.5,,102113.8440552017,3646.9330148619956
Bookkeepers,5.961194490853187,47.6,,91135.82333946397,5176.280048296292
Cashiers,4.9879853692803335,30.9,,228885.13206404573,10717.053314923818
"Collectors, bill and account",5.34472049689441,25.9,,166922.4192546584,3464.8084886128363
"Dispatchers and starters, vehicle",4.722239216885898,33.5,,120177.08718262466,4561.050780055063
Express messengers and railway mail clerks,5.123142250530786,37.6,,112950.63694267516,4823.927813163482
Mail carriers,5.45519801980198,42.3,,336746.1806930693,7909.920462046204
Messengers and office boys,4.510012782275245,19.1,,726964.3293566254,37770.796335747764
Office machine operators,5.745606220134445,44.9,,94526.76500364461,8869.233376528711
Shipping and receiving clerks,4.3226500837120305,29.2,,224567.3391533126,7182.305010762975
"Stenographers, typists, and secretaries",6.295956515572126,44.5,,190768.71052258313,3832.0822779680248
Telegraph messengers,3.8727810650887573,29.8,,360740.23076923075,31039.73076923077
Telegraph operators,4.91332847778587,43.5,,123131.08448652586,4081.0415149308083
Telephone operators,5.218281644160855,40.4,,163498.11624870158,4845.610773111737
"Ticket, station, and express agents",5.854185218165628,35.4,,111960.50155832591,11199.390471950133
Clerical and kindred workers (n.e.c.),5.623792204227285,35.5,,214739.9084271205,4394.800435767224
Advertising agents and salesmen,6.92102615694165,42.2,,139489.38832997988,6015.925553319919
Auctioneers,4.871681415929204,31.9,,96339.01769911505,6322.721238938053
Demonstrators,5.183673469387755,28.3,,74584.16364323508,763.0668934240363
Hucksters and peddlers,4.607440039158101,18.3,,140082.79368575625,3874.7476749877633
Insurance agents and brokers,6.774348509968966,46.9,,66800.29983420482,8053.846490668707
Newsboys,2.9498771498771497,15.4,,143979.93232713232,357797.0074412074
Real estate agents and brokers,6.18639232298781,44.0,,63903.88622806259,7866.64416011066
Stock and bond salesmen,7.309960681520314,50.6,,123171.91546526867,8820.488204456095
Salesmen and sales clerks (n.e.c.),5.163364023156867,32.8,,196891.81717583875,2850.22499476878
Bakers,3.492431123221314,34.2,,230022.1324553436,5091.235846200424
Blacksmiths,2.84941013185288,35.5,,143658.90006939624,10210.7279666898
Bookbinders,3.8954352441613587,31.3,,165957.04352441613,13401.373673036094
Boilermakers,3.4208588957055213,30.7,,92461.81656441718,4876.328220858895
"Brickmasons, stonemasons, and tile setters",3.599379684673042,35.7,,149919.310588438,6117.631429309899
Cabinetmakers,3.8134920634920637,38.6,,132329.02380952382,8912.498263888889
Carpenters,3.47367941712204,39.9,,140553.49012750454,3821.423679417122
Cement and concrete finishers,2.996606334841629,31.6,,288317.47926093516,7937.695701357466
Compositors and typesetters,4.875895925380462,38.0,,156571.035640648,6959.195679921453
"Cranemen, derrickmen, and hoistmen",3.2671875,38.8,,90323.10241477273,5015.840909090909
Decorators and window dressers,5.642341842397336,37.4,,140639.0169256382,8550.347669256382
Electricians,4.555761890023729,49.2,,118675.82451253482,6175.050758279171
Electrotypers and stereotypers,4.376518218623482,38.0,,150009.34817813765,27055.23076923077
"Engravers, except photoengravers",4.615384615384615,41.2,,131011.55357142857,4633.31043956044
"Excavating, grading, and road machinery operators",3.4412497922552765,32.6,,155697.49958451054,6420.759348512548
Foremen (n.e.c.),4.544400554818478,45.3,,51947.0710559643,6521.197126402123
Forgemen and hammermen,3.3197674418604652,35.5,,123378.11337209302,5088.008720930233
Furriers,3.763779527559055,34.7,,85392.23622047243,4072.027559055118
Glaziers,3.9919540229885055,25.5,,52801.44367816092,4882.80459770115
"Heat treaters, annealers, temperers",3.605056669572799,35.5,,76855.52048823016,13754.611159546643
"Inspectors, scalers, and graders, log and lumber",3.728719172633254,31.3,,124355.33412887828,35480.446300715994
Inspectors (n.e.c.),4.511330049261084,31.3,,100256.29441707718,4652.302134646962
"Jewelers, watchmakers, goldsmiths, and silversmiths",4.352831071595695,37.3,,85628.2302292934,4124.503977538606
"Job setters, metal",3.7055789967182373,47.8,,72889.27848101266,5392.719174871074
"Linemen and servicemen, telegraph, telephone, and power",5.164658359578255,39.2,,55207.09194851431,6951.537929617965
Locomotive engineers,3.5609386828160483,50.8,,91011.13726974514,6391.749936916477
Locomotive firemen,4.551318267419962,36.2,,110824.46233521657,5653.074387947269
Loom fixers,2.802837938760269,30.4,,80630.02613890964,3867.326362957431
Machinists,4.110655036770994,47.8,,99896.93801949717,6729.97845048743
"Mechanics and repairmen, airplane",5.026761678543151,48.2,,113447.52937450515,8886.420902612826
"Mechanics and repairmen, automobile",3.750228654435896,36.7,,126335.28466132242,5718.171679130575
"Mechanics and repairmen, office machine",5.62426614481409,33.9,,111245.5766470972,4963.842139595564
"Mechanics and repairmen, radio and television",5.115634005763689,35.0,,175238.51693083573,5831.545208933718
"Mechanics and repairmen, railroad and car shop",3.3268843208383716,37.2,,102842.45102781136,8443.955663039098
Mechanics and repairmen (n.e.c.),3.943087400995936,32.8,,177230.28668525376,6690.670231506526
"Millers, grain, flour, feed, etc.",3.4341846758349703,25.2,,44800.163064833,3874.58742632613
Millwrights,3.517548596112311,40.3,,52925.57991360691,5525.319924406048
"Molders, metal",3.0907545887151597,39.1,,87572.08395649218,4187.81951053705
Motion picture projectionists,4.195192307692308,33.9,,352534.9509615385,13484.68173076923
Opticians and lens grinders and polishers,4.905645161290322,51.4,,79824.40403225807,12593.216935483872
"Painters, construction and maintenance",3.4767964071856285,29.8,,316771.8363536086,8063.7812401512765
Paperhangers,3.161290322580645,24.3,,138790.8266129032,2644.6102150537636
"Pattern and model makers, except paper",4.624178712220762,39.1,,56058.51905387648,6111.756460797196
Photoengravers and lithographers,4.9758125472411185,40.3,,23875.210128495844,14334.579743008315
Piano and organ tuners and repairmen,4.775568181818182,32.0,,204062.45170454544,3485.0142045454545
Plasterers,3.387741280054182,33.2,,144930.94784964444,4443.511683034202
Plumbers and pipe fitters,3.866626267078008,40.6,,112064.43168796827,6891.143510356986
"Pressmen and plate printers, printing",4.48591721773206,40.2,,95869.27969630173,10455.90448199853
"Rollers and roll hands, metal",3.372340425531915,36.0,,60086.28014184397,5052.597517730496
Roofers and slaters,3.3596026490066224,31.2,,372887.41854304634,10174.254304635762
"Shoemakers and repairers, except factory",3.0274588117823265,32.8,,204780.631552671,2923.984023964054
Stationary engineers,5.3831390481097445,35.0,,129558.07986088749,7559.299156308366
Stone cutters and stone carvers,3.3401015228426396,32.6,,81434.68781725888,3464.6446700507613
Structural metal workers,3.8139162889896028,35.5,,164083.29005598507,7790.823513729672
Tailors and tailoresses,3.11268685320046,41.2,,159124.27175162898,6941.571100038329
"Tinsmiths, coppersmiths, and sheet metal workers",4.120226130653267,36.8,,117365.50025125628,6310.2391959799
"Tool makers, and die makers and setters",4.51732915606031,42.0,,53839.71783826121,7139.640591345213
Upholsterers,3.678130511463845,30.3,,143874.4012345679,6543.566725455615
Craftsmen and kindred workers (n.e.c.),4.002422871910838,46.6,,149069.0788240995,4864.983847520594
Members of the armed services,5.83472128945601,0.0,,5144621.982281173,3919.1224871278264
Apprentice auto mechanics,4.5092592592592595,40.8,,284849.8796296296,1860.0462962962963
Apprentice bricklayers and masons,4.63030303030303,40.8,,249124.4,2650.4545454545455
Apprentice carpenters,4.920765027322404,40.8,,499186.78142076504,2343.1830601092897
Apprentice electricians,5.698324022346369,40.8,,268299.4897579143,22185.724394785848
Apprentice machinists and toolmakers,5.584415584415584,40.8,,161299.8961038961,15345.223140495867
"Apprentice mechanics, except auto",4.97948717948718,40.8,,109052.73333333334,3105.74358974359
Apprentice plumbers and pipe fitters,5.223175965665236,40.8,,179013.25536480686,3358.755364806867
"Apprentices, building trades (n.e.c.)",4.558011049723757,40.8,,614559.5248618785,2184.3646408839777
"Apprentices, metalworking trades (n.e.c.)",5.1490066225165565,40.8,,173179.85099337748,69492.89072847682
"Apprentices, printing trades",5.22406015037594,40.8,,293401.14436090225,18160.02105263158
"Apprentices, other specified trades",4.936344969199179,40.8,,232538.70431211498,2700.5749486652976
"Apprentices, trade not specified",5.322147651006712,40.8,,443306.4077181208,2540.511744966443
Asbestos and insulation workers,4.078598484848484,28.4,,101848.24337121213,5360.572916666667
"Attendants, auto service and parking",4.167127836192584,21.6,,362062.1470669618,16955.449778638627
Blasters and powdermen,3.0849256900212314,32.1,,259554.27388535033,3599.670912951168
"Boatmen, canalmen, and lock keepers",3.4221218961625284,36.8,,208942.12415349888,4389.559819413093
"Brakemen, railroad",4.072479272532763,34.7,,140672.46589997326,5460.183204065258
Bus drivers,3.8908531135167346,32.4,,85406.26576621312,7680.083027112921
"Chainmen, rodmen, and axmen, surveying",4.864247311827957,39.4,,919701.5416666666,2422.0631720430106
"Conductors, bus and street railway",3.5145985401459856,28.0,,116146.44890510949,40601.27372262774
Deliverymen and routemen,4.349752092985451,28.0,,244909.3348370316,17038.735958709258
"Dressmakers and seamstresses, except factory",3.7203628401626525,31.7,,199854.52330309665,1367.8026274632468
Dyers,3.380127620783956,25.0,,124222.7547857794,3560.6608933454877
"Filers, grinders, and polishers, metal",3.5379781721971115,18.7,,79279.46632124353,5499.6019182008595
"Fruit, nut, and vegetable graders, and packers, except factory",3.350533294897665,21.5,,125781.6800230614,3712.0464110694725
"Furnacemen, smeltermen and pourers",3.368805590851334,32.9,,114489.16010165184,4838.103557814486
"Heaters, metal",3.2809734513274336,32.9,,117337.87610619469,5212.732300884956
Laundry and dry cleaning operatives,3.3823076923076925,18.2,,154653.43467948717,5307.144326923077
"Meat cutters, except slaughter and packing house",4.048525857902368,32.1,,145434.52402126632,7165.857129047849
Milliners,3.664615384615385,33.4,,128794.7876923077,1893.6461538461538
Mine operatives and laborers,3.04372445713723,26.3,,183582.90127529667,9552.425673346792
"Motormen, mine, factory, logging camp, etc.",2.5694444444444446,27.2,,109079.43981481482,3811.2326388888887
"Motormen, street, subway, and elevated railway",3.6292372881355934,28.0,,70696.93220338984,4694.216101694915
"Oilers and greaser, except auto",3.2966728280961184,24.2,,369429.68946395564,4222.341343191621
"Painters, except construction or maintenance",3.5230251710938405,29.0,,154281.88284421762,5849.25797471291
Photographic process workers,4.962220762155059,35.9,,184237.73357424443,9351.351182654402
Power station operators,4.678450033990483,38.8,,109270.99932019034,5617.138001359619
Sailors and deck hands,3.5679214402618658,33.7,,2116132.1252045827,3916.9026186579376
Sawyers,2.812055409958817,27.7,,139012.44440284537,4630.0147884687385
"Spinners, textile",2.568776150627615,24.9,,23483.589958158995,4507.460512552301
Stationary firemen,3.139132020423049,32.5,,228110.89132020422,4178.52662290299
"Switchmen, railroad",4.18415482310251,32.8,,115689.47202902933,5151.096159661324
Taxicab drivers and chauffers,3.5999375065097388,22.0,,246737.9885428601,8363.381939381314
Truck and tractor drivers,3.4109667752002615,32.1,,195629.33521107718,4080.849096992981
"Weavers, textile",2.9276707113966216,24.9,,86430.74613371401,2725.9088746133716
Welders and flame cutters,3.6918413137919512,40.1,,130980.64324246909,6027.220222466224
Operative and kindred workers (n.e.c.),3.637460403729857,28.4,,115162.61151242543,4210.189664613001
"Housekeepers, private household",3.121784527764594,24.9,,157666.7367821547,3802.075652586616
"Laundresses, private household",2.586027111574557,17.6,,61689.9419534237,4049.923183872089
Private household workers (n.e.c.),3.0923134506107726,18.9,,160120.96986967913,14036.16317329613
"Attendants, hospital and other institution",4.33427135678392,36.3,,564847.0029815745,6298.462177554439
"Attendants, professional and personal service (n.e.c.)",4.778327481646984,14.1,,621908.4741461858,9333.03542930099
"Attendants, recreation and amusement",3.8373161764705883,14.7,,498883.7099264706,61818.74393382353
"Barbers, beauticians, and manicurists",4.427493909154624,35.0,,76883.70950839369,5541.851817241264
Bartenders,3.882605910879312,19.9,,213127.7072925245,5131.022783420258
Bootblacks,2.854054054054054,9.3,,634406.7027027027,109001.32252252252
Boarding and lodging house keepers,3.9530013959981387,22.1,,753601.3676128432,47821.09120521173
Charwomen and cleaners,3.0314561136478946,12.4,,213560.29441182865,10821.912154816264
"Cooks, except private household",3.4749187676398736,26.4,,304017.5057040533,4094.9893271351657
Counter and fountain workers,4.10496253987093,15.3,,519633.5265929827,11483.17899265633
Elevator operators,3.540734109221128,20.9,,288008.4390331244,9347.590152193376
"Firemen, fire protection",4.8369197455677355,43.8,,47781.71132764921,8143.894031668697
"Guards, watchmen, and doorkeepers",3.534838673971996,21.9,,475881.62930986774,6603.49488073496
"Housekeepers and stewards, except private household",4.54090825519397,36.4,,924517.739474168,3027.9986210700495
Janitors and sextons,3.0673262674254684,16.1,,309320.5823630763,10016.644677074088
Marshals and constables,3.972361809045226,45.8,,30600.77638190955,3855.389447236181
Midwives,2.8191489361702127,23.3,,215139.2340425532,914.6276595744681
Policemen and detectives,5.218620839678051,47.8,,70081.36523819882,6517.970270466246
Porters,3.0830163347505035,20.2,,500811.5317744462,9010.059744909377
Practical nurses,4.276725265972578,41.9,,311364.1756841327,2099.31552597144
Sheriffs and bailiffs,4.761836441893831,55.0,,63896.941893830706,4723.780487804878
"Ushers, recreation and amusement",4.419528619528619,14.9,,437422.1521885522,34226.700336700334
Waiters and waitresses,4.1919506352728195,20.3,,377120.54093673767,7777.006843946971
Watchmen (crossing) and bridge tenders,3.6843076923076925,23.5,,67222.02153846154,2083.809230769231
"Service workers, except private household (n.e.c.)",3.478544061302682,17.6,,596747.4020799124,10406.8417989418
Farm foremen,3.8464788732394366,35.0,,188464.68591549297,3801.975352112676
"Farm laborers, wage workers",2.735767003282527,18.4,,481394.3362917895,1011.004568358109
"Farm laborers, unpaid family workers",3.385520454313599,18.4,,183600.94807358793,203.5914918216751
"Farm service laborers, self-employed",3.5032894736842106,26.8,,136439.7730263158,3553.4539473684213
Fishermen and oystermen,2.956061200470773,30.2,,329950.11455472733,18287.34444880345
Garage laborers and car washers and greasers,3.4182389937106916,16.3,,411896.9857565668,20258.729189789123
"Gardeners, except farm and groundskeepers",3.1677124539626247,22.5,,462720.57761560497,40072.09684899741
Longshoremen and stevedores,2.9413783242779523,24.4,,263333.06262510724,7045.615956534172
"Lumbermen, raftsmen, and woodchoppers",2.6186913517626174,26.4,,260816.32538676134,8488.312198833375
Teamsters,2.591276252019386,12.2,,165362.4636510501,2513.869143780291
Laborers (n.e.c.),3.310989449734466,17.5,,440684.46447967883,3132.804817352972
Occupation missing/unknown,4.183340272217774,0.0,,1182320.586843875,2333.7160128102482
N/A (blank),2.5216710382063336,0.0,,198561.0501374958,4684144.85296901
